ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,consumer_info_demand_yes,info_session_self_reported_demand,info_session_link_clicked,requests_full_ad_check,,prior_companies_1,prior_own_company,prior_own_comapny_c,prior_platforms_1,info_treatment,posterior_belief_1,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,stated_preferences_8,stated_preferences_9,initial_beliefs_1_1,initial_beliefs_3_1,posterior_belief_old_1,stated_consumer,US_HQ,treated,prior_belief_platforms,posterior_belief,belief_own_company_yes,belief_own_company_no,prior_own_company_c,own_company_certainty,own_company_confidence_belief,female,male,digital_ad_use_yes,full_time_employee,part_time_employee,exec,marketing_role,big_business,no_info_demand,info_demand_yes,long_role,not_biased,appeared_on_misinfo,appears_in MP_data,final_role_type,platform_choice_misinfo,final_marketing
R_3J9nk17mGATAZRO,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Agree,Disagree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,10,No,Very sure,12,I have carefully read the above information.,12,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,India,"More than 10,000",Between 5 years to less than 10 years,Industrial,,Yes,Male,Agree,Not biased,statistical Analysis ,Nice,Treatment,,,0,0,0,,0,1,12,12,0,1,Very sure,Certain,Certain - No,0,1,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_2QWXo5o0wDRyaU2,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,90,No,Somewhat sure,90,,90,I would not like to receive this information.,DataKind,United Arab Emirates,"1001 to 10,000",Between 10 years to less than 20 years,Retail,,Yes,Male,Agree,Not biased,To help businesses avoid sites which are toxic,,Control,,,0,0,0,,0,0,90,90,0,1,Somewhat sure,Certain,Certain - No,0,1,1,1,0,1,0,1,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_2xPKeT6PyvlYfur,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Part-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,75,No,Very sure,75,I have carefully read the above information.,45,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Greece,11 to 100,Between 1 year to less than 5 years,Technology,,No,Male,Neither agree nor disagree,Not biased,Limit misinformation,,Treatment,,,0,0,0,,0,1,75,45,0,1,Very sure,Certain,Certain - No,0,1,0,0,1,1,0,0,1,0,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_1n8h1Xdrhm7TtnP,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Engineering and architecture occupation  (e.g. engineers, architects, engineering and mapping technicians, etc.)",,I have carefully read the above information.,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,80,Yes,Sure,75,,120,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United Kingdom of Great Britain and Northern Ireland,"More than 10,000",Between 5 years to less than 10 years,"Telecommunications, ISP or Cable Provider",,Yes,Prefer not to say,Strongly agree,Slightly left-wing biased,,,Control,,,0,0,0,,0,0,75,120,1,0,Sure,Certain,Certain - Yes,0,0,1,1,0,0,0,1,0,1,1,0,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_3hxRwxArazXlMvM,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,1,1,,50,No,Sure,50,I have carefully read the above information.,50,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Italy,0 to 10,Between 5 years to less than 10 years,Business Solutions,,Yes,Female,Strongly agree,Slightly left-wing biased,search about awareness,,Treatment,,,0,0,0,,0,1,50,50,0,1,Sure,Certain,Certain - No,1,0,1,0,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_2yfU1avsuYlB98w,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,1,,60,Yes,Somewhat sure,40,,30,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Sweden,"More than 10,000",Between 10 years to less than 20 years,Natural Gas & Electric,,Yes,Male,Agree,Not biased,Check on social ethics and compliance,,Control,,,0,0,0,,0,0,40,30,1,0,Somewhat sure,Certain,Certain - Yes,0,1,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3jVyctvtzmNxHkD,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Part-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,100,No,Very sure,100,I have carefully read the above information.,500,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,11 to 100,Between 5 years to less than 10 years,Finance,,I don't know,Male,Agree,Not biased,It seems to have a lot of different goals. It make people more aware. To make people think about the issue. To enable people to take action to reduce supporting misinformation.,"I'm a little uncomfortable with the survey. I thought it was more of a classic survey and less of a goad to action. Still, I'm happy with what I learned and wish I knew more.",Treatment,,,0,0,0,,1,1,100,500,0,1,Very sure,Certain,Certain - No,0,1,0,0,1,1,0,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_RmDVG1K5zSNYt1v,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,70,No,Sure,5,,5,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,India,"More than 10,000",Between 1 year to less than 5 years,Technology,,I don't know,Male,Agree,Not biased,Raise awareness on an advertising risk,"Too long, not so easy to respond. Best surveys are very ficused and peiple can respond in 2 or 3 minutes. More than 10min is asking too much",Control,,,0,0,0,,0,0,5,5,0,1,Sure,Certain,Certain - No,0,1,0,0,1,0,1,1,1,0,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
R_24FPF1MgiRcGBmJ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,Other occupation (please specify):,Senior Lecturer,I have carefully read the above information.,Agree,Agree,Strongly agree,Agree,Agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,0,1,,28,Yes,Sure,30,,30,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Malaysia,101 to 1000,20 or more years,Education,,Yes,Male,Agree,Slightly left-wing biased,,,Control,,,0,0,0,,0,0,30,30,1,0,Sure,Certain,Certain - Yes,0,1,1,0,1,0,0,1,0,1,1,0,0,0,Other occupation (please specify):,0,0
R_2v8GKdKqI8NCPLS,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Agree,Agree,Agree,Agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,100,Yes,Sure,80,,20,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,"1001 to 10,000",Less than 1 year,"Government, Politics or Religion",,Yes,Female,Agree,Not biased,Not sure,made me to think deeper about the issue,Control,,,0,0,0,,1,0,80,20,1,0,Sure,Certain,Certain - Yes,1,0,1,1,0,0,0,1,0,1,0,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_117RLRxK5rW5bCg,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,1,,85,No,Very unsure,85,I have carefully read the above information.,8,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Netherlands,101 to 1000,Between 10 years to less than 20 years,Finance,,Yes,Female,Strongly disagree,Very left-wing biased,,,Treatment,,,0,0,0,,0,1,85,8,0,1,Very unsure,Uncertain,Uncertain - No,1,0,1,0,0,0,0,1,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
