ResponseId,UserLanguage,consent,age,gender,residence,US_citizen,newspapers,news_sources,platforms_used,platforms_used_5_TEXT,news_media_trust,petitions_num_1,gift_card_ranking_uber,gift_card_ranking_lyft,gift_card_ranking_GH,gift_card_ranking_DD,gift_card_ranking_S,gift_card_ranking_BK,confirm_top_choice,gift_card_weight_1,gift_card_weight_2,gift_card_weight_3,gift_card_weight_4,gift_card_weight_5,gift_card_weight_6,gift_card_use_uber,gift_card_use_lyft,gift_card_use_GH,gift_card_use_DD,gift_card_use_S,gift_card_use_BK,misinfo_intro,control_info,T1_info,T2_info,T3_info,T4_info_S,T4_info_uber_GH,T4_info_BK_DD_lyft_1,T4_info_BK_DD_lyft_2,outcome_1,outcome_1_why,outcome_2,outcome_2_why,attn_check_1,petition_c_P_B,petition_c_P_A,petition_c_C_B,petition_c_C_A,petition_T1_P_B,petition_T1_P_A,petition_T1_C_B,petition_T1_C_A,petition_T2_P_B,petition_T2_P_A,petition_T2_C_B,petition_T2_C_A,petition_T3_P_B,petition_T3_P_A,petition_T3_C_B,petition_T3_C_A,petition_T4_P_B,petition_T4_P_A,petition_T4_C_B,petition_T4_C_A,ratings_trust,ratings_bias,factual_errors,quality,employment,education,household_income,race,vote,survey_purpose,survey_trust,survey_bias,group,petition_link_clicked,passes_attn_check_1,top_choice_consistent,outcome_1_text,confirm_top_choice_text,top_ranked_choice,second_ranked_choice,switch_in_preference,weight_of_top_choice,weight_of_outcome,outcome_top_choice_weight_diff,outcome_1_misinfo_rank,top_choice_misinfo_rank,outcome_2_text,petition_none,petition_company_block,petition_company_allow,petition_platform_block,petition_platform_allow,petition_clicks_company_block,petition_clicks_company_allow,petition_clicks_platform_block,petition_clicks_platform_allow,petition_self_reported_company_block,petition_self_reported_company_allow,petition_self_reported_platform_block,petition_self_reported_platform_allow,control_group,T1_group,T2_group,T3_group,T4_group,gender_text,gender_male,gender_female,gender_third,age_text,race_text,residence_text,consumes_misinfo,news_media_trust_text,news_media_trust_low,news_media_trust_high,petition_signer,freq_of_use_top_choice,freq_use_of_top_choice_text,frequently_used_top_choice,freq_use_of_outcome,freq_use_of_outcome_text,frequently_used_outcome,vote_text,vote_trump,vote_biden,vote_other,vote_none,household_income_text,income_50K_below,income_50K_plus,income_25K_below,income_25K_to_50K,income_50K_to_100K,income_100K_above,income_no_answer,educ_text,educ_no_degree,educ_associates_plus,educ_college_plus,educ_high_school,educ_some_college,educ_bachelors,educ_post_graduate,employment_text,working_paid,working_self,working_any,not_working,working_no_answer,num_platforms_used,petition,petition_clicks,petition_block,frequent_user,weight_diff_category,weight_diff_negative,switched_categories,switch_misinfo_mag,outcome_1_topic,outcome_2_topic,weights_difference
R_pzqs2FVPxTpxzr3,EN,4,4,1,1,1,21,3,"(1, 2)",,4,0,4,3,5,2,1,6,5,10,10,10,10,50,10,5,5,5,5,3,4,4,,,,9,,,,,5,Taste preference ,5,Not convinced about the misinformation ,"1,5",,,,,,,,,,,,,,,,,,,,,3,4,2,3,8,5,4,3,4,To weigh the general opinion on fake news websites,5,6,T3,0,1,1,Subway,Subway,Subway,DoorDash,0,50,50,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,1,0,0,age_45_54,White,NE,0,Low trust,1,0,0,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,no_answer,0,0,0,0,1,2,None,No clicks,0,0,same weight,0,0,0,Like,Misinformation concerns,40
R_riNOVB4Ml2jDBsJ,EN,4,3,1,4,1,"32,11,24,16,17,18,26,36",3,"(1, 2, 3, 4)",,2,2,4,2,1,3,5,6,3,15,15,25,15,15,15,1,1,1,1,1,1,4,,,,,,9,,,1,Has higher rate,3,Good customer service ,"1,5",,,,,,,,,,,,,,,,,1,,,,2,3,5,2,1,5,6,3,2,Rider to preferanc ,7,4,T4,0,1,1,Uber,Grubhub,Grubhub,Lyft,1,25,15,-10,6,2,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Male,1,0,0,age_35_44,White,W,1,High trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,negative weight difference,1,1,-4,Like,Best option,10
R_D6wnm4q722m7s4N,EN,4,3,1,3,1,"11,16",3,"(1, 3)",,3,0,5,2,6,1,3,4,4,10,15,10,30,15,20,2,1,2,1,1,1,4,,,,9,,,,,6,Timely response,5,It's fact and focus,"1,5",,,,,,,,,,,,,,,,,,,,,3,2,2,4,2,6,6,3,2,Research for best information source,7,4,T3,0,1,1,Burger King,DoorDash,DoorDash,Lyft,1,30,20,-10,3,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,1,0,0,age_35_44,White,S,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,self_empployed,0,1,1,0,0,2,None,No clicks,0,1,negative weight difference,1,1,3,Product features,Misinformation concerns,10
R_2TzWXpXiLmzq75e,EN,4,1,2,1,1,"4,11,26",2,"(1, 2)",,2,0,4,5,6,1,3,2,6,0,0,0,10,10,80,5,5,5,5,4,2,4,,,9,,,,,,6,Best food around ,5,My opinion won’t matter ,"1,5",,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,2,1,3,4,To gather information ,3,2,T2,0,1,0,Burger King,Burger King,DoorDash,Burger King,0,80,80,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_18_24,White,NE,0,High trust,0,1,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Like,Best option,70
R_Z2eB3xNtun5Oy8F,EN,4,2,2,2,1,"2,11,16,17,18,26",3,"(1, 2)",,2,2,6,5,2,4,1,3,5,0,10,0,10,70,10,4,5,5,5,3,2,4,9,,,,,,,,5,Subway is my choice of food and i don't use any delivery or taxi services,5,I agree w all of them,"1,5",,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,2,2,3,1,To see people personal beliefs on companies and how they advertise,4,4,control,0,1,1,Subway,Subway,Subway,Grubhub,0,70,70,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_25_34,White,MW,0,High trust,0,1,1,3,once_every_few_months,0,3,once_every_few_months,0,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,60
R_1OxKqCX4wO29BqL,EN,4,6,2,4,1,9,4,"(1, 2, 5)",YouTube ,2,0,3,5,6,4,1,2,5,10,10,10,0,45,25,5,5,5,5,4,4,4,,9,,,,,,,5,Subway sandwiches is much better for me/ my family than hamburger ,5,I am not sure,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,4,5,5,3,2,2,1,Misinformation of the companies when using the particular website ,7,4,T1,0,1,1,Subway,Subway,Subway,Burger King,0,45,45,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_65_plus,Asian,W,1,High trust,0,1,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Love,No interest,20
R_3Mm7swmcOd0xKs4,EN,4,6,1,1,1,"14,16,17,18",1,1,,2,30,2,1,3,4,5,6,2,20,20,18,17,15,10,4,3,5,5,4,5,4,,,,9,,,,,1,"most useful to me, appears to perhaps advertise om fewer misinformation web-sites",1,Easier for lyft to choose where it advertises than for a platform to police all the sites it connects to,"1,5",,,,,,,,,,,,,,,1,,,,,,,2,1,5,2,3,4,3,2,to study people's perceptions of how misinformation is being treated digital platforms,6,4,T3,1,1,1,Uber,Lyft,Lyft,Uber,1,20,20,0,4,5,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Male,1,0,0,age_65_plus,White,NE,0,High trust,0,1,1,3,once_every_few_months,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,self_empployed,0,1,1,0,0,1,petition_block,company_block,1,0,same weight,0,0,1,Misinformation,Company responsibility,0
R_BMlFsZImdhCbOPT,EN,4,6,2,2,1,21,3,"(1, 2)",,3,0,1,2,4,3,6,5,1,25,20,20,25,10,0,4,5,3,3,2,5,4,,9,,,,,,,1,More useful to me,5,Don't sign petitions,"1,5",,,,,,,,,,,,,,,,,,,,,3,2,1,4,5,3,4,1,2,Misinformation,4,4,T1,0,1,1,Uber,Uber,Uber,Lyft,0,25,25,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_65_plus,Black,MW,0,Some trust,0,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,0
R_1i82eDj9LTq6xOu,EN,4,2,2,2,1,21,1,"(1, 2)",,4,0,5,6,2,3,1,4,5,0,0,30,0,50,20,5,5,3,3,3,4,4,9,,,,,,,,5,"I feel like your trying to distract me, i like the meatball sub",5,I dont understand what ads have to do with fake news,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,1,4,6,3,1,3,2,To learn about where people get their news information and what they believe to be credible,6,4,control,0,1,1,Subway,Subway,Subway,Grubhub,0,50,50,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_25_34,White,MW,0,Low trust,1,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,Misinformation concerns,20
R_3HOeVjQuM7W1SNo,EN,4,3,1,1,1,"2,5,16,18,26",1,"(1, 2, 3, 4)",,1,0,5,2,6,3,4,1,2,20,10,20,20,20,10,1,1,1,1,1,1,4,,,9,,,,,,6,good morning and I hope you you are having a ,1,good morning and I hope you are having a having a ,"1,5",,,,,,,,,,,1,,,,,,,,,,1,2,2,1,1,5,6,3,1,good morning and I hope you are having ,7,5,T2,0,1,0,Burger King,Lyft,Burger King,Lyft,1,10,10,0,3,5,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Male,1,0,0,age_35_44,White,NE,1,Very high trust,0,1,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,1,2,,,0
R_30oEvsqHyORgiWS,EN,4,6,1,4,1,21,3,"(1, 2, 3)",,3,0,6,5,4,3,1,2,5,1,1,2,1,90,5,5,5,5,5,3,4,4,9,,,,,,,,5,diabetic reasons,5,not my thing,"1,5",,,,,,,,,,,,,,,,,,,,,2,3,1,3,5,3,4,3,4,to see how much people believe in the amount of misinformation being spread,6,4,control,0,1,1,Subway,Subway,Subway,Burger King,0,90,90,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_65_plus,White,W,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,85
R_BXmvu1Yx3SnMnnz,EN,4,4,1,1,1,21,3,"(1, 3)",,3,0,3,4,6,5,2,1,6,15,13,7,10,25,30,5,5,5,5,3,2,4,,,,,,,9,,6,use most often,5,not sure it would help,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,5,1,3,4,research on misinformation,6,4,T4,0,1,1,Burger King,Burger King,Burger King,Subway,0,30,30,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_45_54,White,NE,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Use,No interest,5
R_20O7PrDw76c0x8o,EN,4,2,2,3,1,"2,4,11,14,16,18",1,"(1, 2, 3, 4)",,5,0,6,2,3,1,4,5,4,10,25,15,30,15,5,5,3,3,4,5,4,4,,,9,,,,,,4,"not only do I dislike cooking, I have very little disposable income, and need to eat",3,Misinformation sites are evil and have not only supported the unrest in the U.S. but have profited from it,"1,5",,,,,,,,,,,,,,,,,,,,,4,2,1,5,1,5,4,3,2,To gauge a public knowledge/opinion of the misinformation epidemic in the United States,4,5,T2,1,1,1,DoorDash,DoorDash,DoorDash,Lyft,0,30,30,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_25_34,White,S,0,Very low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,petition_block,platform_block,1,0,same weight,0,0,0,Product features,Misinformation concerns,5
R_3FPtm4QYWNwk5nE,EN,4,2,1,4,1,9,3,"(1, 2, 3)",,4,0,3,4,5,6,1,2,5,0,0,0,0,100,0,5,5,5,5,2,5,4,,,,9,,,,,5,I do not use the other services,5,Do not know enough to form a strong opinion,"1,5",,,,,,,,,,,,,,,,,,,,,4,5,2,4,4,5,9,3,1,To find links between advertising and misinformation,4,5,T3,0,1,1,Subway,Subway,Subway,Burger King,0,100,100,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,1,0,0,age_25_34,White,W,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,no_answer,0,1,0,0,0,0,1,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Use,No interest,100
R_5nE7U1V3RbVcUkV,EN,4,6,1,4,1,"2,4,9,16,18",3,"(1, 2, 3)",,3,1,5,6,3,4,2,1,6,1,1,1,1,46,50,5,5,5,5,3,2,4,,,,9,,,,,6,"Their food is edible, and I ate Subway Sub yesterday. I don't let grudge campaigns affect my shopping choices.",2,"The people who frequent misinformation sites eat TOO! Burger King sells food, Duh!","1,5",,,,,,,,,,,,,,,,1,,,,,4,4,3,3,5,4,3,3,1,"To promote ""independent? Fact Checkers""",4,5,T3,1,1,1,Burger King,Burger King,Burger King,Subway,0,50,50,0,3,3,company_allow,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Male,1,0,0,age_65_plus,White,W,1,Some trust,0,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,some_college,0,1,0,0,1,0,0,not_working,0,0,0,1,0,3,petition_allow,company_allow,0,1,same weight,0,0,0,Product features,Company responsibility,4
R_00X9lXEeYTYZayB,EN,4,2,2,2,1,"2,14,16,17,18",2,"(1, 2, 4)",,5,1,6,5,2,1,4,3,4,5,5,5,70,5,10,5,5,5,5,5,4,4,9,,,,,,,,4,Because I don’t really like the others and I’d actually use DoorDash if I had the gift card ,5,Because I want to learn more about it first ,"1,5",,,,,,,,,,,,,,,,,,,,,3,5,1,5,7,5,2,3,1,Discuss misinformation sites. But y’all also threw in other stuff,4,5,control,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,70,70,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_25_34,White,MW,0,Very low trust,1,0,1,5,did_not_use,0,5,did_not_use,0,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Like,No interest,60
R_Anui1e38LlZpSTL,EN,4,6,1,3,1,9,4,"(1, 2, 3)",,5,12,5,6,4,3,2,1,6,1,1,1,1,20,76,5,5,5,4,4,2,4,,,,,,,9,,6,"it is my preferred fast food business. i do not use uber, lyft, doordash. subway is my last resort fast food source",5,your definition of misinformation web sites (based on your statements) proves you are also a purveyor of misinformation.,"1,5",,,,,,,,,,,,,,,,,,,,,5,5,3,3,1,6,7,6,1,"to influence respondents towards signing petitions that attempt to cause companies to avoid advertising on ""misinformation"" sites, thus starving them from dollars to stay in business",3,6,T4,0,1,1,Burger King,Burger King,Burger King,Subway,0,76,76,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_65_plus,Other,S,1,Very low trust,1,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Like,"Trust, privacy and free speech concerns",56
R_2c2szA9CkNcFM6a,EN,4,3,1,3,1,"2,33,6,12,15,16,37",1,"(1, 2, 3, 4)",,1,2,1,2,6,5,3,4,4,10,10,20,25,10,25,1,1,1,1,1,1,4,9,,,,,,,,6,Cause I can easily spend it ,3,So as to get the best customer experience ,"1,5",1,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,5,6,3,2,About brand product ,7,3,control,0,1,0,Burger King,DoorDash,Uber,Lyft,1,25,25,0,3,6,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Male,1,0,0,age_35_44,White,S,1,Very high trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,1,3,Product features,Best option,0
R_2qENhSAEGf6xkPC,EN,4,1,2,2,1,"2,4,11,16",1,"(1, 2, 3, 4)",,4,3,1,3,4,2,6,5,1,50,15,0,25,5,5,3,4,5,1,5,3,4,,9,,,,,,,1,"For transportation, I don’t have a license and would love to take myself out alone to relax",3,"It’s time consuming dealing with ads and plus misinformation is terrible for young minds, who are easily influenced by word of mouth and social media.","1,5",,,,,1,,,,,,,,,,,,,,,,3,2,1,4,1,1,3,3,4,To spread awareness of misinformation that can conflict with our factual evidence . ,6,4,T1,1,1,1,Uber,Uber,Uber,DoorDash,0,50,50,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Female,0,1,0,age_18_24,White,MW,0,Low trust,1,0,1,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,4,petition_block,platform_block,1,0,same weight,0,0,0,Love,Platform responsibility,25
R_r70b37HOadvBGtH,EN,4,2,1,3,1,"2,14,16,17,18,26",1,"(1, 2, 4)",,3,0,3,6,1,5,2,4,3,5,5,75,5,5,5,5,5,3,5,4,4,4,,,,9,,,,,3,I am most likely to use this gift card.,3,Misinformation websites are counterproductive in educating Americans (and all nationalities),"1,5",,,,,,,,,,,,,1,,,,,,,,3,4,2,3,4,3,1,3,3,To spread general knowledge about misinformation websites and build a census on the knowledge that already exists in the mainstream ,6,4,T3,1,1,1,Grubhub,Grubhub,Grubhub,Subway,0,75,75,0,2,2,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Male,1,0,0,age_25_34,White,S,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Other,0,0,1,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,petition_block,platform_block,1,0,same weight,0,0,0,Use,Misinformation concerns,70
R_3CDA5T4debU1Moo,EN,4,4,2,3,1,"33,4,9,16,17,18,26,36",5,"(1, 5)",YouTube,4,0,3,4,5,6,1,2,5,20,5,5,20,25,25,4,4,5,5,3,3,4,,,9,,,,,,5,It is a healthy meal to consume & all ingredients are fresh ,5,No reason in particular,"1,5",,,,,,,,,,,,,,,,,,,,,4,2,1,5,1,6,6,3,4,Misinformation in websites and news,4,3,T2,0,1,1,Subway,Subway,Subway,Burger King,0,25,25,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_45_54,White,S,1,Low trust,1,0,0,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,0
R_3HwaHUwCMlwao3q,EN,4,1,2,4,1,"2,4,11,16,17,18,26",2,"(1, 2, 3, 4)",,4,3,2,5,6,4,1,3,5,3,4,2,1,85,5,2,5,5,5,2,3,4,,,,,9,,,,5,I go to subway often,3,Companies will do what they do. Blockers should block ads,"1,5",,,,,,,,,,,,,,,,,1,,,,4,1,1,2,4,3,3,3,1,To spread the news of misinformation ,1,4,T4,1,1,1,Subway,Subway,Subway,Uber,0,85,85,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Female,0,1,0,age_18_24,White,W,0,Low trust,1,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,4,petition_block,platform_block,1,1,same weight,0,0,0,,Company responsibility,80
R_egP2sIaz34dI1u9,EN,4,3,1,4,1,"30,35,33,9,11,24,16,17,18,26",1,"(1, 2, 3, 4)",,1,5,6,5,3,4,1,2,5,10,10,20,10,30,20,3,3,2,3,1,2,4,,,9,,,,,,5,Because I am very impressed by the subway brand and their customer service is very clear and informative.,3,"Because People are misled by false advertising. As a result, they lose trust in companies.","1,5",,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,6,8,3,2,I think it's very helpful study for us,7,1,T2,1,1,1,Subway,Subway,Subway,Burger King,0,30,30,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Male,1,0,0,age_35_44,White,W,1,Very high trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,4,petition_block,platform_block,1,1,same weight,0,0,0,Frequency of use,Company responsibility,10
R_2xLEEc2uebTkZyb,EN,4,2,2,3,1,21,2,"(1, 2)",,3,0,6,5,2,3,1,4,5,0,0,20,10,50,20,5,5,2,2,1,2,4,,,,9,,,,,5,I love it there and i used to work there. There food is always fresh. ,5,Don't want to dign anything.  Im fine with how things are.  ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,2,1,3,4,To make sure we are reading the surveys and not just clicking answers.  ,4,4,T3,0,1,1,Subway,Subway,Subway,Grubhub,0,50,50,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_25_34,White,S,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Love,No interest,30
R_22AeDxdwdKTNFid,EN,4,1,3,1,1,"2,14,16,17,18",2,"(1, 2, 4)",,4,2,6,5,2,1,3,4,4,5,5,10,50,20,10,4,5,2,1,4,4,4,,,9,,,,,,4,I use it the most often to deliver food when I have nothing in my fridge to cook.,3,I think the pressure needs to be on the hosting platforms more so than companies who choose to quickly advertise somewhere. ,"1,5",,,,,,,,,1,,,,,,,,,,,,4,4,1,4,1,3,1,3,2,Spreading Awareness of Misinformation sites.,2,4,T2,1,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,50,50,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Third_Gender,0,0,1,age_18_24,White,NE,0,Low trust,1,0,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,3,petition_block,platform_block,1,1,same weight,0,0,0,Product features,Platform responsibility,30
R_2ZU1836Zexf8d0c,EN,4,1,2,3,1,"2,4,9,11,16,26",2,"(1, 2, 3, 4)",,3,3,4,5,3,2,1,6,5,0,0,0,30,70,0,5,5,5,5,1,4,4,,9,,,,,,,5,I go to subway frequently and more often than any other on this list. ,3,"Spreading misinformation can cause customers to expect more than they can get, which would cause future issues for the business.","1,5",,,,,1,,,,,,,,,,,,,,,,3,4,1,3,8,2,2,3,4,Seeing how many people pay attention and seeing how many people trust UNtrustworthy websites,6,4,T1,1,1,1,Subway,Subway,Subway,DoorDash,0,70,70,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Female,0,1,0,age_18_24,White,S,1,Some trust,0,0,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,no_answer,0,0,0,0,1,4,petition_block,platform_block,1,1,same weight,0,0,0,Frequency of use,Company responsibility,40
R_PAo8JYVWGHJLkrL,EN,4,1,2,3,1,"16,26",1,"(1, 2, 4)",,3,0,2,4,3,1,5,6,4,30,15,20,30,5,0,2,3,2,1,4,5,4,9,,,,,,,,4,I use this service the most.,3,This selection appeared more broad and included multiple companies.,"1,5",1,,,,,,,,,,,,,,,,,,,,2,3,1,4,1,5,2,3,2,To research people’s knowledge of news sources credibility in relation to companies supporting through advertisements.,1,4,control,1,1,1,DoorDash,DoorDash,DoorDash,Uber,0,30,30,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Female,0,1,0,age_18_24,White,S,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,petition_block,platform_block,1,1,same weight,0,0,0,Frequency of use,Company responsibility,0
